created_at;details;escalation_type;id;portfolio_id;resolved_at;resolved_by;status
2026-03-21 07:00:03.1516+00;"{""amount"":28000000,""days_remaining"":7,""portfolio_code"":""WIP2603122701""}";maturity_7d;8abd5974-d9d3-4c96-bd20-fceeac0615ec;b564d5e9-ffe6-44de-81e0-cb8c1978faaa;2026-03-21 15:25:04.107054+00;;auto_resolved
2026-03-21 07:00:02.970113+00;"{""amount"":3000000,""matured_at"":""2026-03-21T07:00:02.362Z"",""portfolio_code"":""WIP2503215752""}";maturity_expired;62bc3fea-8173-422a-9bbb-e467797b7439;034b6074-234f-4459-9bf3-1659fe3e511a;2026-03-21 15:25:04.107054+00;;auto_resolved
2026-03-20 07:00:02.542287+00;"{""amount"":4500000,""days_remaining"":7,""portfolio_code"":""WIP2503275681""}";maturity_7d;e8bc8f35-e016-4162-a28c-b8a25dcc0317;4e6f664d-725c-41ee-8488-8aacb4c32c5b;2026-03-21 15:25:04.107054+00;;auto_resolved
2026-03-19 07:00:13.187697+00;"{""amount"":2000000,""created_at"":""2025-12-01T00:00:00+00:00"",""hours_pending"":2599,""portfolio_code"":""WIP2512019216""}";stale_approval;2cbbc507-350d-493e-8f5f-bea763e3a725;087eccdd-027a-4182-b228-9655cd5ab267;2026-03-21 15:29:55.824+00;;acknowledged
2026-03-19 07:00:12.990862+00;"{""amount"":14000000,""created_at"":""2025-05-26T00:00:00+00:00"",""hours_pending"":7135,""portfolio_code"":""WIP2505262043""}";stale_approval;91ed45d0-62f0-4022-ae2b-fa6eb287dbed;fe78c017-279b-4975-86bc-2a0020ab4253;2026-03-21 15:29:55.824+00;;acknowledged
2026-03-19 07:00:12.810327+00;"{""amount"":15000000,""created_at"":""2025-11-19T00:00:00+00:00"",""hours_pending"":2887,""portfolio_code"":""WIP2511195329""}";stale_approval;97b3f457-91c0-4ac6-b02e-fc85f3ed2e09;a89f6980-546d-4d79-8fe3-0052588c406e;2026-03-21 15:29:55.824+00;;acknowledged
2026-03-19 07:00:12.576189+00;"{""amount"":6000000,""created_at"":""2026-01-18T00:00:00+00:00"",""hours_pending"":1447,""portfolio_code"":""WIP2601184213""}";stale_approval;cf3183d2-3385-49b0-9b3d-4b57a451322e;b59ce7d2-1fe8-4c56-81e0-2f272cb04901;2026-03-21 15:29:55.824+00;;acknowledged
2026-03-19 07:00:12.399578+00;"{""amount"":5000000,""created_at"":""2025-05-19T00:00:00+00:00"",""hours_pending"":7303,""portfolio_code"":""WIP2505193776""}";stale_approval;a03e238e-70b7-4af3-bf6b-16280e1bc6fa;eb11e51f-ed36-4a8e-bfa9-2ae5e7d52e23;2026-03-21 15:29:55.824+00;;acknowledged
2026-03-19 07:00:12.234424+00;"{""amount"":26800000,""created_at"":""2025-06-17T00:00:00+00:00"",""hours_pending"":6607,""portfolio_code"":""WIP2506174613""}";stale_approval;59d137ec-d8dd-4d28-b98a-9e729f25a668;548e514b-5857-4e95-877c-668bc4e1fc98;2026-03-21 15:29:55.824+00;;acknowledged
2026-03-19 07:00:12.047809+00;"{""amount"":1335994,""created_at"":""2025-04-14T00:00:00+00:00"",""hours_pending"":8143,""portfolio_code"":""WIP2504141860""}";stale_approval;9acd441b-fb63-4bd9-a758-b1762e5b56e4;0460a1f9-c8ff-4555-a71d-6e379720f4fb;2026-03-21 15:29:55.824+00;;acknowledged
2026-03-19 07:00:11.86124+00;"{""amount"":100000000,""created_at"":""2025-10-02T00:00:00+00:00"",""hours_pending"":4039,""portfolio_code"":""WIP2510024954""}";stale_approval;4ef220d9-50c9-4b66-9698-c59de78ebad3;a86cd1cd-054b-42b3-8f46-63745d9d1920;2026-03-21 15:29:55.824+00;;acknowledged
2026-03-19 07:00:11.673972+00;"{""amount"":9600000,""created_at"":""2025-04-17T00:00:00+00:00"",""hours_pending"":8071,""portfolio_code"":""WIP2504171628""}";stale_approval;1b2240c7-039d-4016-a6fd-abdc19b36dc4;6009c93c-c504-4a13-be2f-510851322087;2026-03-21 15:29:55.824+00;;acknowledged
2026-03-19 07:00:11.496672+00;"{""amount"":1900000,""created_at"":""2025-04-06T00:00:00+00:00"",""hours_pending"":8335,""portfolio_code"":""WIP2504063332""}";stale_approval;3cc49a18-8047-4c5b-a2f2-286eb65c18e5;62362e5c-0ed4-4b25-919b-d8ad6f932ae1;2026-03-21 15:29:55.824+00;;acknowledged
2026-03-19 07:00:11.322836+00;"{""amount"":2800000,""created_at"":""2025-07-21T00:00:00+00:00"",""hours_pending"":5791,""portfolio_code"":""WIP2507218679""}";stale_approval;e6a3a265-e834-4aec-88e6-efd1afbbff66;5d18953f-3d56-475d-aa8b-d15d7beddce3;2026-03-21 15:29:55.824+00;;acknowledged
2026-03-19 07:00:11.154606+00;"{""amount"":8420000,""created_at"":""2026-02-09T00:00:00+00:00"",""hours_pending"":919,""portfolio_code"":""WIP2602098802""}";stale_approval;078e1ad1-b4a3-4884-9351-859a0c2004f9;961a0c12-a287-4e87-91a0-49f245d152ad;2026-03-21 15:29:55.824+00;;acknowledged
2026-03-19 07:00:10.979557+00;"{""amount"":4000000,""created_at"":""2025-03-14T00:00:00+00:00"",""hours_pending"":8887,""portfolio_code"":""WIP2503146462""}";stale_approval;1b968353-bcc7-4c6a-b84f-40882e86bdcb;3947abab-af67-4442-a1ec-7a48b61e93e8;2026-03-21 15:29:55.824+00;;acknowledged
2026-03-19 07:00:10.811847+00;"{""amount"":10000000,""created_at"":""2026-02-08T00:00:00+00:00"",""hours_pending"":943,""portfolio_code"":""WIP2602082898""}";stale_approval;57bc24f2-8ba9-4897-ba3c-42ab90782c58;d3b08388-8c70-47d6-8a2d-90378cb868c5;2026-03-21 15:29:55.824+00;;acknowledged
2026-03-19 07:00:10.628601+00;"{""amount"":10080000,""created_at"":""2026-02-08T00:00:00+00:00"",""hours_pending"":943,""portfolio_code"":""WIP2602085863""}";stale_approval;4a3b0cac-be70-4481-815f-d3425a8caac5;f9fc06f9-605e-4a84-b00f-c113f87aaef3;2026-03-21 15:29:55.824+00;;acknowledged
2026-03-19 07:00:10.455027+00;"{""amount"":20000000,""created_at"":""2025-07-17T00:00:00+00:00"",""hours_pending"":5887,""portfolio_code"":""WIP2507171486""}";stale_approval;303cc98b-7c4f-4c4f-bf45-da548a2ed238;4d292795-27d9-4cbd-a8c9-c0702c416c5f;2026-03-21 15:29:55.824+00;;acknowledged
2026-03-19 07:00:10.266152+00;"{""amount"":703576,""created_at"":""2025-06-01T00:00:00+00:00"",""hours_pending"":6991,""portfolio_code"":""WIP2506018371""}";stale_approval;82fd41be-a3cb-45dd-92be-6760c8daac32;bd15889d-4dfd-4652-830f-2f240bc2489b;2026-03-21 15:29:55.824+00;;acknowledged
2026-03-19 07:00:10.074223+00;"{""amount"":2000000,""created_at"":""2026-02-04T00:00:00+00:00"",""hours_pending"":1039,""portfolio_code"":""WIP2602047996""}";stale_approval;701ac8dd-d41f-4335-8b28-f172d187d819;52c3c83f-b7c9-454a-8de8-cb543cebad8b;2026-03-21 15:29:55.824+00;;acknowledged
2026-03-19 07:00:09.889197+00;"{""amount"":50000,""created_at"":""2025-04-07T00:00:00+00:00"",""hours_pending"":8311,""portfolio_code"":""WIP2504079899""}";stale_approval;b25e69b9-2a98-4db4-8d57-b8f1dd84a5ad;0de1785d-35b7-42d6-b0d7-ee3bb64da8c6;2026-03-21 15:29:55.824+00;;acknowledged
2026-03-19 07:00:08.921779+00;"{""amount"":500000,""matured_at"":""2026-03-19T07:00:07.228Z"",""portfolio_code"":""WIP2502205851""}";maturity_expired;6a7aabf9-81f7-4002-9d50-e6fce73b3c3f;48af943d-3b8f-41d2-8ace-8aadcfeeedbe;2026-03-21 15:25:04.107054+00;;auto_resolved
2026-03-19 07:00:08.818065+00;"{""amount"":200000,""days_remaining"":13,""portfolio_code"":""WIP2504012955""}";maturity_30d;71021380-78b6-4bcc-9f49-0b8f9fb7c195;e3f2ac7a-82bf-47d7-907f-c5f7c2de2c1b;2026-03-21 15:25:04.107054+00;;auto_resolved
2026-03-19 07:00:08.727969+00;"{""amount"":200000,""days_remaining"":16,""portfolio_code"":""WIP2504044288""}";maturity_30d;047d288b-9b58-4fe2-8068-51b08c561677;3fc73753-3130-4331-8ed2-e25cfceb628e;2026-03-21 15:25:04.107054+00;;auto_resolved
2026-03-19 07:00:08.642985+00;"{""amount"":500000,""days_remaining"":22,""portfolio_code"":""WIP2504105563""}";maturity_30d;4dda0898-6573-4dba-b589-a8a8b4767278;8849279a-ca53-4c41-9810-096edf620665;2026-03-21 15:25:04.107054+00;;auto_resolved
2026-03-19 07:00:08.584301+00;"{""amount"":597197,""matured_at"":""2026-03-19T07:00:07.228Z"",""portfolio_code"":""WIP2503035090""}";maturity_expired;6012731a-783e-4888-8dee-368625649615;667f1b54-8a93-408c-ad0b-4060c0ac3b0e;2026-03-21 15:25:04.107054+00;;auto_resolved
2026-03-19 07:00:08.467526+00;"{""amount"":1000000,""days_remaining"":12,""portfolio_code"":""WIP2503311833""}";maturity_30d;079566c5-c332-435d-b7ad-932d86e75340;1ec28990-58f5-4812-a968-1aa9d0e53d51;2026-03-21 15:25:04.107054+00;;auto_resolved
2026-03-19 07:00:08.382251+00;"{""amount"":1000000,""days_remaining"":25,""portfolio_code"":""WIP2504137421""}";maturity_30d;b74a71ac-9a7e-4fcb-9a63-19d9243970c4;801e99b0-f25e-425f-a3d8-7406ba6802c8;2026-03-21 15:25:04.107054+00;;auto_resolved
2026-03-19 07:00:08.280846+00;"{""amount"":1560000,""days_remaining"":20,""portfolio_code"":""WIP2504084530""}";maturity_30d;de1382d6-fffc-4a40-bb57-3621447a38ba;465975f4-0d58-40e9-8ca9-8dfc63c7ae55;2026-03-21 15:25:04.107054+00;;auto_resolved
2026-03-19 07:00:08.223814+00;"{""amount"":1000000,""matured_at"":""2026-03-19T07:00:07.228Z"",""portfolio_code"":""WIP2503037145""}";maturity_expired;3ea1d8ac-18f5-4c7a-b92b-495dc5856877;373f7db8-fcf7-4622-bd08-9de11fd06d0f;2026-03-21 15:25:04.107054+00;;auto_resolved
2026-03-19 07:00:08.095899+00;"{""amount"":8000000,""days_remaining"":13,""portfolio_code"":""WIP2504017545""}";maturity_30d;6393051d-b2cb-45f7-8dc2-f539256e0081;be5ce118-897b-4376-b460-7c0a5187fcd8;2026-03-21 15:25:04.107054+00;;auto_resolved
