schemaname,tablename,indexname,indexdef
public,wallet_transactions,idx_wallet_transactions_sender_created,"CREATE INDEX idx_wallet_transactions_sender_created ON public.wallet_transactions USING btree (sender_id, created_at DESC)"
public,wallet_transactions,idx_wallet_transactions_sender_id,CREATE INDEX idx_wallet_transactions_sender_id ON public.wallet_transactions USING btree (sender_id)
public,wallet_transactions,wallet_transactions_pkey,CREATE UNIQUE INDEX wallet_transactions_pkey ON public.wallet_transactions USING btree (id)
public,wallets,idx_wallets_user_id,CREATE INDEX idx_wallets_user_id ON public.wallets USING btree (user_id)
public,wallets,wallets_pkey,CREATE UNIQUE INDEX wallets_pkey ON public.wallets USING btree (id)
public,wallets,wallets_user_id_key,CREATE UNIQUE INDEX wallets_user_id_key ON public.wallets USING btree (user_id)
public,welile_homes_subscriptions,welile_homes_subscriptions_pkey,CREATE UNIQUE INDEX welile_homes_subscriptions_pkey ON public.welile_homes_subscriptions USING btree (id)
public,welile_homes_subscriptions,welile_homes_subscriptions_tenant_id_key,CREATE UNIQUE INDEX welile_homes_subscriptions_tenant_id_key ON public.welile_homes_subscriptions USING btree (tenant_id)
public,wishlists,wishlists_pkey,CREATE UNIQUE INDEX wishlists_pkey ON public.wishlists USING btree (id)
public,wishlists,wishlists_user_id_product_id_key,"CREATE UNIQUE INDEX wishlists_user_id_product_id_key ON public.wishlists USING btree (user_id, product_id)"
public,withdrawal_requests,idx_withdrawal_requests_amount,CREATE INDEX idx_withdrawal_requests_amount ON public.withdrawal_requests USING btree (amount)
public,withdrawal_requests,idx_withdrawal_requests_pending,"CREATE INDEX idx_withdrawal_requests_pending ON public.withdrawal_requests USING btree (created_at DESC) WHERE (status = ANY (ARRAY['pending'::text, 'manager_approved'::text, 'cfo_approved'::text]))"
public,withdrawal_requests,idx_withdrawal_requests_status,CREATE INDEX idx_withdrawal_requests_status ON public.withdrawal_requests USING btree (status)
public,withdrawal_requests,idx_withdrawal_requests_status_created,"CREATE INDEX idx_withdrawal_requests_status_created ON public.withdrawal_requests USING btree (status, created_at DESC)"
public,withdrawal_requests,idx_withdrawal_requests_user_id,CREATE INDEX idx_withdrawal_requests_user_id ON public.withdrawal_requests USING btree (user_id)
public,withdrawal_requests,idx_withdrawal_requests_user_status,"CREATE INDEX idx_withdrawal_requests_user_status ON public.withdrawal_requests USING btree (user_id, status)"
public,withdrawal_requests,withdrawal_requests_pkey,CREATE UNIQUE INDEX withdrawal_requests_pkey ON public.withdrawal_requests USING btree (id)
